element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Mn,2,240.3409,0.0006,,,15,,,,,,
Mn,2,240.3477,0.0006,,,10,,,,,,
Mn,2,240.364,0.0015,240.3641,0.0005,1,,,4,3,,
Mn,2,240.583,0.0015,240.5826,0.0005,1,,,3,3,,
Mn,2,240.590,0.0015,,,10,,,,,,
Mn,2,240.6101,0.0018,240.6081,0.0007,5i*,,,3,3,,
Mn,2,240.6101,0.0018,240.6127,0.0008,5i*,,,3,2,,
Mn,2,240.7230,0.0006,240.7229,0.0003,12,,,4,3,,
Mn,2,240.7608,0.0006,,,10,,,,,,
Mn,2,240.788,0.002,240.78648,0.00023,2*,,,2,2,,
Mn,2,240.788,0.002,240.7877,0.0003,2*,,,2,2,,
Mn,2,240.8157,0.0006,,,2,,,,,,
