element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Ag,2,498.32786,0.00012,498.32786,0.00004,17,,,2,2,,
Ag,1,499.286,,499.26,0.05,20w,,,3/2,3/2,,
Ag,2,502.73430,0.00008,502.73432,0.00003,160,3.4e+05,C+,2,2,,
Ag,1,512.350,,512.35,0.05,15w,,,5/2,5/2,,
Ag,2,513.72470,0.00016,513.72469,0.00016,720,1.8e+07,C,1,2,,
Ag,2,514.28156,0.00011,514.28157,0.00011,1700,1.3e+08,C,1,1,,
Ag,2,519.8171,0.0008,519.81783,0.00008,27,,,1,0,,
Ag,1,520.9078,,520.90780,0.00005,1000,7.5e+07,D,1/2,3/2,,
Ag,2,531.24571,0.00017,531.24574,0.00008,1200,1.6e+07,C,4,4,,
Ag,2,531.72122,0.00008,531.72120,0.00005,48,,,3,2,,
Ag,2,531.97018,0.00020,531.97015,0.00008,21,,,1,0,,
Ag,2,533.25043,0.00014,533.25049,0.00009,1300,2.0e+07,C,4,4,,
Ag,1,533.362,,533.31732,0.00006,10w,,,1/2,1/2,M1,
Ag,2,534.00267,0.00011,534.00267,0.00009,2900,3.4e+07,C,5,5,,
Ag,2,536.27877,0.00014,536.27883,0.00009,1600,2.2e+07,C,2,3,,
Ag,2,537.38212,0.00012,537.38219,0.00005,38,,,1,1,,
Ag,2,539.24686,0.00017,539.24682,0.00017,1500,7.9e+07,C,1,2,,
Ag,2,540.01037,0.00009,540.01037,0.00009,20000,1.8e+08,C,5,6,,
Ag,2,540.31323,0.00009,540.31323,0.00009,15000,1.8e+08,C,4,5,,
Ag,2,541.08114,0.00015,541.08117,0.00015,1800,3.6e+06,D+,2,1,,
Ag,2,541.1936,0.0003,541.19338,0.00015,740,8.9e+07,C,1,1,,
Ag,2,542.40511,0.00015,542.40509,0.00012,2200,7.4e+07,C,2,2,,
Ag,2,544.09099,0.00009,544.09104,0.00005,50,,,2,2,,
Ag,1,546.5497,,546.54853,0.00006,1000,8.6e+07,D,3/2,5/2,,
Ag,1,547.1555,,547.15428,0.00006,50,1.4e+07,D,3/2,3/2,,
Ag,1,547.5376,,547.537609,0.000012,20,,,5/2,3/2,,
Ag,2,547.86597,0.00021,547.86589,0.00012,1500,5.4e+07,C,2,1,,
